edges,weight
"('wesite', 'nocost')",140.0
"('alexaranking', 'nocost')",140.0
"('seo', 'nocost')",140.0
"('alexainternet', 'nocost')",140.0
"('nocost', 'networktools')",140.0
"('networktools', 'search')",140.0
"('alexa', 'india')",139.0
"('alexa', 'tuneinradio')",139.0
"('alexa', 'birthdays')",139.0
"('siri', 'banking')",139.0
"('alexa', 'brand')",138.0
"('alexa', 'virtual')",138.0
"('alexa', 'wearables')",138.0
"('amazon', 'birthdays')",138.0
"('echo', 'birthdays')",138.0
"('holiday', 'birthdays')",138.0
"('birthdays', 'parties')",138.0
"('alexa', 'digitalhealth')",137.0
"('alexa', 'nest')",137.0
"('cortana', 'masterchief')",137.0
"('cortana', 'datascience')",137.0
"('apple', 'ar')",137.0
"('voicefirst', 'developers')",136.0
"('tablet', 'display')",136.0
"('siri', 'privacy')",135.0
"('cortana', 'bots')",135.0
"('alexa', 'startup')",134.0
"('ai', 'google')",134.0
"('ai', 'polly')",134.0
"('ai', 'datascience')",134.0
"('sciencefiction', 'polly')",134.0
"('yoga', 'fitness')",134.0
"('yogionzee', 'fitness')",134.0
"('fitness', 'meditation')",134.0
"('alexa', 'bestsleepever')",133.0
"('alexa', 'aleksandra')",133.0
"('alexa', 'fbi')",133.0
"('iot', 'fintech')",133.0
"('amazon', 'ad')",133.0
"('siri', 'pixel2')",133.0
"('alexa', 'dogs')",132.0
"('ai', 'digital')",132.0
"('ai', 'iphonex')",132.0
"('amazon', 'people')",132.0
"('amazon', 'developers')",132.0
"('tv', 'fire')",132.0
"('alexa', 'echospot')",131.0
"('alexa', 'artificalintelligence')",131.0
"('home', 'show')",131.0
"('alexa', 'yogi')",130.0
"('alexa', 'electronic')",130.0
"('alexa', 'worldcup')",130.0
"('google', 'vr')",130.0
"('yoga', 'yogionzee')",130.0
"('yoga', 'yogi')",130.0
"('yogionzee', 'yogi')",130.0
"('meditation', 'yogi')",130.0
"('alexa', 'watson')",129.0
"('alexa', 'arlo')",129.0
"('ai', 'artificalintelligence')",129.0
"('iot', 'ux')",129.0
"('echo', 'music')",129.0
"('google', 'iphonex')",129.0
"('artificialintelligence', 'deeplearning')",129.0
"('speakers', 'conference')",129.0
"('alexa', 'seotools')",128.0
"('google', 'oculus')",128.0
"('home', 'life')",128.0
"('apple', 'oculus')",128.0
"('speakers', 'summit')",128.0
"('fun', 'reinvent')",128.0
"('alexa', 'voicedesign')",127.0
"('alexa', 'uk')",127.0
"('siri', 'siriously')",127.0
"('smarthome', 'arlo')",127.0
"('google', 'pixel2')",127.0
"('iphonex', 'ar')",127.0
"('alexa', 'cars')",126.0
"('flashbriefing', 'echoshow')",126.0
"('flashbriefing', 'echodot')",126.0
"('voicefirst', 'fun')",126.0
"('seo', 'alexarank')",126.0
"('iphonex', 'vr')",126.0
"('security', 'arlo')",126.0
"('tablet', 'offers')",126.0
"('smart', 'pandora')",126.0
"('smart', 'dance')",126.0
"('ar', 'oculus')",126.0
"('smarthouseaz', 'arlo')",126.0
"('smartcity', 'arlo')",126.0
"('monitor', 'arlo')",126.0
"('iot', 'technews')",125.0
"('amazon', 'oculus')",125.0
"('home', 'electronics')",125.0
"('apple', 'pixel2')",125.0
"('seo', 'seotools')",125.0
"('alexarank', 'seotools')",125.0
"('iphonex', 'pixel2')",125.0
"('electronics', 'smart')",125.0
"('camera', 'security')",125.0
"('vr', 'oculus')",125.0
"('ai', 'oculus')",124.0
"('ai', 'pixel2')",124.0
"('iot', 'electronics')",124.0
"('amazon', 'pixel2')",124.0
"('siri', 'chatbots')",124.0
"('iphonex', 'oculus')",124.0
"('speakers', 'retreat')",124.0
"('show', 'smart')",124.0
"('vr', 'pixel2')",124.0
"('ar', 'pixel2')",124.0
"('pixel2', 'oculus')",124.0
"('iot', 'show')",123.0
"('iot', 'lifestyle')",123.0
"('iot', 'life')",123.0
"('amazon', 'realtors')",123.0
"('siri', 'croatia')",123.0
"('machinelearning', 'datascience')",123.0
"('home', 'lifestyle')",123.0
"('siriouslysusan', 'siriously')",123.0
"('electronics', 'show')",123.0
"('electronics', 'lifestyle')",123.0
"('electronics', 'life')",123.0
"('show', 'life')",123.0
"('smart', 'lifestyle')",123.0
"('smart', 'life')",123.0
"('lifestyle', 'life')",123.0
"('alexa', 'whatismyip')",122.0
"('alexa', 'browserinfo')",122.0
"('alexa', 'ispspeed')",122.0
"('alexa', 'blockchain')",122.0
"('iot', 'arduino')",122.0
"('seo', 'whatismyip')",122.0
"('seo', 'browserinfo')",122.0
"('seo', 'ispspeed')",122.0
"('networktools', 'whatismyip')",122.0
"('networktools', 'browserinfo')",122.0
"('networktools', 'alexarank')",122.0
"('networktools', 'seotools')",122.0
"('networktools', 'ispspeed')",122.0
"('whatismyip', 'browserinfo')",122.0
"('whatismyip', 'alexarank')",122.0
"('whatismyip', 'seotools')",122.0
"('whatismyip', 'ispspeed')",122.0
"('browserinfo', 'alexarank')",122.0
"('browserinfo', 'seotools')",122.0
"('browserinfo', 'ispspeed')",122.0
"('alexarank', 'ispspeed')",122.0
"('seotools', 'ispspeed')",122.0
"('ai', 'aws')",121.0
"('google', 'googleassistant')",121.0
"('home', 'staging')",121.0
"('siriouslysusan', 'croatia')",121.0
"('staging', 'colors')",121.0
"('fitness', 'yogi')",121.0
"('model', 'vault')",121.0
"('siriously', 'croatia')",121.0
"('alexa', 'music')",120.0
"('alexa', 'applewatch')",120.0
"('ai', 'voicerecognition')",120.0
"('ai', 'accessibility')",120.0
"('siri', 'accidentallyfamous')",120.0
"('tech', 'deals')",120.0
"('google', 'home')",120.0
"('podcast', 'birthdays')",120.0
"('alexa', 'gadget')",119.0
"('alexa', 'firetvcube')",119.0
"('siri', 'amazonecho')",119.0
"('google', 'giveaway')",119.0
"('searchengine', 'whatismyip')",119.0
"('searchengine', 'browserinfo')",119.0
"('searchengine', 'alexarank')",119.0
"('searchengine', 'seotools')",119.0
"('searchengine', 'ispspeed')",119.0
"('alexa', 'esp8266')",118.0
"('amazon', 'virtual')",118.0
"('siri', 'bigdata')",118.0
"('siri', 'giveaway')",118.0
"('siri', 'ces2018')",118.0
"('fintech', 'virtualassistants')",118.0
"('alexa', 'kids')",117.0
"('ai', 'giveaway')",117.0
"('iot', 'tutorial')",117.0
"('machinelearning', 'homepod')",117.0
"('apple', 'giveaway')",117.0
"('iphonex', 'giveaway')",117.0
"('giveaway', 'vr')",117.0
"('giveaway', 'oculus')",117.0
"('giveaway', 'ar')",117.0
"('giveaway', 'pixel2')",117.0
"('hack', 'hacking')",117.0
"('esp8266', 'arduino')",117.0
"('alexa', 'dry')",116.0
"('alexa', 'dance')",116.0
"('hack', 'arduino')",116.0
"('hack', 'esp8266')",116.0
"('hack', 'tutorial')",116.0
"('esp8266', 'hacking')",116.0
"('esp8266', 'tutorial')",116.0
"('arduino', 'hacking')",116.0
"('arduino', 'tutorial')",116.0
"('hacking', 'tutorial')",116.0
"('alexa', 'intel')",115.0
"('alexa', 'data')",115.0
"('fintech', 'voicepayments')",115.0
"('siri', 'ui')",114.0
"('siri', 'leadership')",114.0
"('echo', 'home')",114.0
"('alexa', 'smartspeakers')",113.0
"('alexa', 'storage')",113.0
"('alexa', 'insurance')",113.0
"('alexa', 'anker')",113.0
"('amazon', 'blackfriday')",113.0
"('siri', 'bestpractices')",113.0
"('tech', 'leadership')",113.0
"('speakers', 'bestpractices')",113.0
"('speakers', 'humor')",113.0
"('speakers', 'entrepreneurs')",113.0
"('speakers', 'leadership')",113.0
"('speakers', 'speaking')",113.0
"('humor', 'bestpractices')",113.0
"('humor', 'entrepreneurs')",113.0
"('humor', 'leadership')",113.0
"('humor', 'speaking')",113.0
"('entrepreneurs', 'bestpractices')",113.0
"('entrepreneurs', 'leadership')",113.0
"('entrepreneurs', 'speaking')",113.0
"('leadership', 'bestpractices')",113.0
"('leadership', 'speaking')",113.0
"('speaking', 'bestpractices')",113.0
"('alexa', 'advertising')",112.0
"('speaker', 'win')",112.0
"('siri', 'watson')",112.0
"('amazonecho', 'voicesearch')",112.0
"('heygoogle', 'lenovoces')",112.0
"('music', 'pandora')",112.0
"('ces2018', 'lenovoces')",112.0
"('pandora', 'dance')",112.0
"('alexa', '5g')",111.0
"('siri', 'bixby')",111.0
"('cortana', 'security')",111.0
"('tech', 'bestpractices')",111.0
"('tech', 'entrepreneurs')",111.0
"('tech', 'speaking')",111.0
"('voicefirst', 'storage')",111.0
"('reinvent', 'developers')",111.0
"('reinvent', 'storage')",111.0
"('developers', 'storage')",111.0
"('humor', 'conference')",111.0
"('entrepreneurs', 'conference')",111.0
"('conference', 'bestpractices')",111.0
"('conference', 'leadership')",111.0
"('alexa', 'health')",110.0
"('speaker', 'story')",110.0
"('amazon', 'ml')",110.0
"('amazon', 'artificalintelligence')",110.0
"('siri', 'shazam')",110.0
"('tech', 'conference')",110.0
"('tech', 'summit')",110.0
"('heygoogle', 'womenshistorymonth')",110.0
"('win', 'dot')",110.0
"('humor', 'summit')",110.0
"('story', 'voiceactor')",110.0
"('entrepreneurs', 'summit')",110.0
"('leadership', 'summit')",110.0
"('speaking', 'summit')",110.0
"('summit', 'bestpractices')",110.0
"('alexa', 'hospitality')",109.0
"('amazon', 'skills')",109.0
"('cortana', 'office365')",109.0
"('machinelearning', 'apple')",109.0
"('apple', 'microsoft')",109.0
"('skill', 'nlp')",109.0
"('alexa', 'insurtech')",108.0
"('amazonecho', 'seo')",108.0
"('machinelearning', 'skill')",108.0
"('skill', 'deeplearning')",108.0
"('chatbot', 'virtualassistants')",108.0
"('alexa', 'cortana')",107.0
"('alexa', 'jeopardy')",107.0
"('alexa', 'sjw')",107.0
"('siri', 'okgoogle')",107.0
"('smarthome', 'robotics')",107.0
"('podcast', 'video')",107.0
"('skillblueprints', 'ic')",107.0
"('alexa', 'gaming')",106.0
"('alexa', 'garyvee365')",106.0
"('alexa', 'icecold')",106.0
"('amazon', 'digitalhealth')",106.0
"('siri', 'googlenow')",106.0
"('tech', 'retreat')",106.0
"('humor', 'retreat')",106.0
"('entrepreneurs', 'retreat')",106.0
"('leadership', 'retreat')",106.0
"('retreat', 'bestpractices')",106.0
"('speaker', 'vo')",105.0
"('siri', 'porn')",105.0
"('voicefirst', 'garyvee365')",105.0
"('apple', 'mac')",105.0
"('aws', 'garyvee365')",105.0
"('vo', 'keynote')",105.0
"('keynote', 'voiceactor')",105.0
"('alexa', 'voicetech')",104.0
"('alexa', 'culture')",104.0
"('alexa', 'omnichannel')",104.0
"('ai', 'amazonalexa')",104.0
"('amazon', 'smarthome')",104.0
"('halo', 'masterchief')",104.0
"('twitter', 'video')",104.0
"('alexa', 'dev')",103.0
"('alexa', 'smartliving')",103.0
"('google', 'voice')",103.0
"('alexaskills', 'skillblueprints')",103.0
"('ui', 'voiceassistant')",103.0
"('alexa', 'ice')",102.0
"('amazon', 'intel')",102.0
"('amazon', 'birthday')",102.0
"('siri', 'facebook')",102.0
"('apple', 'km')",102.0
"('seo', 'traffic')",102.0
"('homepod', 'ios')",102.0
"('fintech', 'payments')",102.0
"('alexa', 'ibmcode')",101.0
"('siri', 'iphonex')",101.0
"('siri', 'robots')",101.0
"('amazonecho', 'voicefirst')",101.0
"('ml', 'accessibility')",101.0
"('humor', 'chatbot')",101.0
"('alexa', 'internetofthings')",100.0
"('alexa', 'crypto')",100.0
"('alexa', 'mtndewice')",100.0
"('iot', 'raspberrypi')",100.0
"('google', 'homepod')",100.0
"('technology', 'technews')",100.0
"('amazonalexa', 'ad')",100.0
"('icecold', 'mtndewice')",100.0
"('alexa', 'tesla')",99.0
"('alexa', 'amazonwebservices')",99.0
"('ai', 'gadgets')",99.0
"('amazon', 'dogs')",99.0
"('siri', 'jenlisa')",99.0
"('siri', 'blackpinkhouse')",99.0
"('amazonecho', 'ad')",99.0
"('health', 'yoga')",99.0
"('health', 'yogionzee')",99.0
"('health', 'meditation')",99.0
"('jenlisa', 'blackpinkhouse')",99.0
"('alexa', 'wwe')",98.0
"('alexa', 'mini')",98.0
"('alexa', 'bartender')",98.0
"('alexa', 'happybday')",98.0
"('alexa', 'anthonyhopkins')",98.0
"('iot', 'happybday')",98.0
"('iot', 'birthday')",98.0
"('speaker', 'amazonecho')",98.0
"('amazon', 'bestbuy')",98.0
"('amazon', 'happybday')",98.0
"('amazon', 'chatbots')",98.0
"('siri', 'nlp')",98.0
"('smarthome', 'bartender')",98.0
"('tech', 'happybday')",98.0
"('tech', 'birthday')",98.0
"('technews', 'happybday')",98.0
"('technews', 'birthday')",98.0
"('tablet', 'firetablet')",98.0
"('birthday', 'happybday')",98.0
"('alexa', 'tips')",97.0
"('alexa', 'agents')",97.0
"('alexa', 'power')",97.0
"('iot', 'ecommerce')",97.0
"('siri', 'amazonalexa')",97.0
"('voicefirst', 'voice')",97.0
"('contest', 'giveaway')",97.0
"('alexa', 'brain')",96.0
"('alexa', 'bot')",96.0
"('alexa', 'wakeupamerica')",96.0
"('amazon', 'wakeupamerica')",96.0
"('siri', 'chatbot')",96.0
"('tunein', '2ndcityapp')",96.0
"('alexa', 'python')",95.0
"('echo', 'fridayfeeling')",95.0
"('echo', 'releasethememo')",95.0
"('echo', 'wakeupamerica')",95.0
"('machinelearning', 'chatbots')",95.0
"('google', 'releasethememo')",95.0
"('google', 'wakeupamerica')",95.0
"('voicesearch', 'content')",95.0
"('wakeupamerica', 'releasethememo')",95.0
"('alexa', 'ranking')",94.0
"('alexa', 'potato')",94.0
"('alexa', 'meetup')",94.0
"('ai', 'insurtech')",94.0
"('amazon', 'fridayfeeling')",94.0
"('amazon', 'culture')",94.0
"('siri', 'ice')",94.0
"('digital', 'data')",94.0
"('potato', 'remote')",94.0
"('fbi', 'ice')",94.0
"('alexavault', 'vault')",94.0
"('alexa', 'interiordesign')",93.0
"('alexa', 'primeday')",93.0
"('speaker', 'echodot')",93.0
"('siri', 'pics')",93.0
"('siri', 'smart')",93.0
"('echodot', 'giveaway')",93.0
"('google', 'technology')",93.0
"('win', 'music')",93.0
"('podcast', 'pics')",93.0
"('twitter', 'pics')",93.0
"('music', 'pics')",93.0
"('pics', 'video')",93.0
"('ai', 'disruption')",92.0
"('tech', 'bigdata')",92.0
"('alexa', 'stitcher')",91.0
"('alexa', 'procurement')",91.0
"('ai', 'dl')",91.0
"('amazon', 'wearables')",91.0
"('amazon', 'prescientinfo')",91.0
"('amazonecho', 'giveaway')",91.0
"('cortana', 'windowsinsiders')",91.0
"('echo', 'deals')",91.0
"('alexa', 'api')",90.0
"('alexa', 'interiordesigner')",90.0
"('alexa', 'askalexa')",90.0
"('alexa', 'windows')",90.0
"('iot', '5g')",90.0
"('cortana', 'machinelearning')",90.0
"('machinelearning', 'ecommerce')",90.0
"('ecommerce', 'business')",90.0
"('lighting', 'staging')",90.0
"('lighting', 'interiordesigner')",90.0
"('lighting', 'interiordesign')",90.0
"('firetv', 'media')",90.0
"('staging', 'interiordesigner')",90.0
"('staging', 'interiordesign')",90.0
"('interiordesigner', 'interiordesign')",90.0
"('alexa', 'amazonechodot')",89.0
"('alexa', 'alexaecho')",89.0
"('amazon', 'huawei')",89.0
"('siri', 'love')",89.0
"('cortana', 'echo')",89.0
"('cortana', 'bixby')",89.0
"('artificialintelligence', 'fintech')",89.0
"('people', 'prescientinfo')",89.0
"('alexa', 'bezos')",88.0
"('alexa', 'serverless')",88.0
"('alexa', 'soundcloud')",88.0
"('speaker', 'giveaway')",88.0
"('amazon', 'ces18')",88.0
"('machinelearning', 'innovation')",88.0
"('technology', 'gadgets')",88.0
"('ecommerce', 'fintech')",88.0
"('omnichannel', 'vcommerce')",88.0
"('alexa', 'jesuschrist')",87.0
"('iot', 'smartcities')",87.0
"('amazon', 'christmas')",87.0
"('tech', 'virtualassistants')",87.0
"('win', 'smart')",87.0
"('alexa', 'archive')",86.0
"('alexa', 'blogpost')",86.0
"('alexa', 'amira')",86.0
"('alexa', 'humans')",86.0
"('amazon', 'smartspeaker')",86.0
"('siri', 'assistant')",86.0
"('cortana', 'ios')",86.0
"('cortana', 'cybersecurity')",86.0
"('health', 'yogi')",86.0
"('machinelearning', 'marketing')",86.0
"('google', 'staging')",86.0
"('google', 'interiordesigner')",86.0
"('google', 'interiordesign')",86.0
"('google', 'lighting')",86.0
"('alexa', 'iphone')",85.0
"('alexa', 'christmas')",85.0
"('alexa', 'infographic')",85.0
"('alexa', 'eastereggs')",85.0
"('ai', 'procurement')",85.0
"('iot', 'news')",85.0
"('amazon', 'ux')",85.0
"('siri', 'future')",85.0
"('intel', 'smart')",85.0
"('voicerecognition', 'procurement')",85.0
"('alexa', 'garmin')",84.0
"('ai', 'allo')",84.0
"('iot', 'allo')",84.0
"('siri', 'sirifail')",84.0
"('siri', 'smartspeaker')",84.0
"('smarthome', 'smart')",84.0
"('tech', 'allo')",84.0
"('apple', 'mobile')",84.0
"('cloud', 'virtualassistants')",84.0
"('cloud', 'allo')",84.0
"('deeplearning', 'amazonwebservices')",84.0
"('virtualassistants', 'allo')",84.0
"('alexa', 'apps')",83.0
"('alexa', 'nfl')",83.0
"('alexa', 'player')",83.0
"('alexa', 'hotels')",83.0
"('alexa', 'acer')",83.0
"('alexa', 'mvava')",83.0
"('alexa', 'touchswitch')",83.0
"('ai', 'humor')",83.0
"('amazon', 'robot')",83.0
"('siri', 'susancbennett')",83.0
"('smarthome', 'mvava')",83.0
"('smarthome', 'touchswitch')",83.0
"('googlehome', 'mvava')",83.0
"('googlehome', 'touchswitch')",83.0
"('artificialintelligence', 'amazonwebservices')",83.0
"('media', 'player')",83.0
"('mvava', 'touchswitch')",83.0
"('alexa', 'cryptocurrency')",82.0
"('ai', 'office365')",82.0
"('amazon', 'kids')",82.0
"('smarthome', 'artificialintelligence')",82.0
"('echo', 'virtual')",82.0
"('google', 'ces2018')",82.0
"('dot', 'music')",82.0
"('artificialintelligence', 'power')",82.0
"('website', 'traffic')",82.0
"('deeplearning', 'power')",82.0
"('power', 'amazonwebservices')",82.0
"('alexa', 'superbowlad')",81.0
"('iot', 'innovation')",81.0
"('amazonecho', 'dot')",81.0
"('smarthome', 'health')",81.0
"('ml', 'dl')",81.0
"('machinelearning', 'business')",81.0
"('homepod', 'smartspeaker')",81.0
"('electronics', 'blackfriday')",81.0
"('marketing', 'innovation')",81.0
"('itunes', 'stitcher')",81.0
"('alexa', 'app')",80.0
"('alexa', 'bose')",80.0
"('alexa', 'feminist')",80.0
"('iot', 'apple')",80.0
"('siri', 'allo')",80.0
"('cortana', 'apple')",80.0
"('tech', 'humor')",80.0
"('bigdata', 'cloud')",80.0
"('ecommerce', 'marketing')",80.0
"('podcast', 'stitcher')",80.0
"('fire', 'firetablet')",80.0
"('arri', 'amira')",80.0
"('people', 'working')",80.0
"('alexa', 'love')",79.0
"('speaker', 'speaking')",79.0
"('siri', 'howto')",79.0
"('siri', 'fail')",79.0
"('siri', 'cloud')",79.0
"('cortana', 'azure')",79.0
"('echo', 'working')",79.0
"('echo', 'people')",79.0
"('ecommerce', 'innovation')",79.0
"('artificialintelligence', 'robotics')",79.0
"('virtual', 'working')",79.0
"('virtual', 'people')",79.0
"('keynote', 'speaking')",79.0
"('alexa', 'echodot')",78.0
"('alexa', 'contest')",78.0
"('alexa', 'banks')",78.0
"('alexa', 'bestseller')",78.0
"('alexa', '80smixtape')",78.0
"('amazon', 'homeautomation')",78.0
"('siri', 'smartphone')",78.0
"('amazonecho', 'backpack')",78.0
"('googlehome', 'csharpcon18')",78.0
"('googlehome', 'backpack')",78.0
"('freetools', 'search')",78.0
"('wesite', 'search')",78.0
"('alexaranking', 'search')",78.0
"('alexainternet', 'search')",78.0
"('nocost', 'search')",78.0
"('electronics', 'deals')",78.0
"('csharpcon18', 'backpack')",78.0
"('alexa', 'huawei')",77.0
"('ai', 'culture')",77.0
"('iot', 'smartcar')",77.0
"('amazon', 'ios')",77.0
"('amazon', 'internetofthings')",77.0
"('siri', 'voicesearch')",77.0
"('siri', 'voicecontrol')",77.0
"('siri', 'cybersecurity')",77.0
"('smarthome', 'zwave')",77.0
"('voice', 'apple')",77.0
"('voicesearch', 'digitalassistants')",77.0
"('heygoogle', 'ces2018')",77.0
"('deals', 'blackfriday')",77.0
"('firetvstick', 'firestick')",77.0
"('security', 'cloudcam')",77.0
"('traffic', 'fiverr')",77.0
"('alexa', 'engadget')",76.0
"('alexa', 'zwave')",76.0
"('ai', 'internetofthings')",76.0
"('siri', 'voice')",76.0
"('smarthome', 'humidifier')",76.0
"('smarthome', 'allergies')",76.0
"('smarthome', 'fever')",76.0
"('smarthome', 'hay')",76.0
"('smarthome', 'pollen')",76.0
"('cortana', 'invoke')",76.0
"('echo', 'aws')",76.0
"('machinelearning', 'culture')",76.0
"('google', 'ces')",76.0
"('apple', 'facebook')",76.0
"('ranking', 'traffic')",76.0
"('alexa', 'ask')",75.0
